video,class,actual,prediction,confidence,result_type
Scenes 061-080__265H-2-_20230815215828529.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 061-080__265H-2-_20230815215828529.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 061-080__265H-2-_20230815215828529.mp4,Sylvie's horned headpiece,1.0,1,0.9113321900367737,TP
Scenes 061-080__265H-2-_20230815215828529.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 061-080__265H-2-_20230815215828529.mp4,TVA Uniform,1.0,1,0.9316793084144592,TP
Scenes 061-080__265H-2-_20230815215828529.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 061-080__265H-2-_20230815215828529.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 061-080__265H-2-_20230815215828529.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 061-080__265H-2-_20230815215828529.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 061-080__265H-2-_20230815215828529.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 061-080__265H-2-_20230815215828529.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 061-080__265H-2-_20230815215828529.mp4,TemPad,0.0,0,0.0,TN
Scenes 061-080__265H-2-_20230815215828529.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,Time Stick,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,TVA Prisoner Uniform,1.0,0,0.0,FN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,TemPad,0.0,0,0.0,TN
Scenes 041-060__157C-2- pu_20230815175939817.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__306E-1-_20230815201829547.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__306E-1-_20230815201829547.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__306E-1-_20230815201829547.mp4,Aligator Loki Plushie,0.0,1,0.8026199340820312,FP
Scenes 001-020__306E-1-_20230815201829547.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__306E-1-_20230815201829547.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__306E-1-_20230815201829547.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__306E-1-_20230815201829547.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__306E-1-_20230815201829547.mp4,Sylvie's horned headpiece,1.0,0,0.0,FN
Scenes 001-020__306E-1-_20230815201829547.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__306E-1-_20230815201829547.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__306E-1-_20230815201829547.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__306E-1-_20230815201829547.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__306E-1-_20230815201829547.mp4,Loki's Variant uniform,1.0,0,0.0,FN
Scenes 001-020__306E-1-_20230815201829547.mp4,Sylvie's machete,0.0,1,0.811873733997345,FP
Scenes 001-020__306E-1-_20230815201829547.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__306E-1-_20230815201829547.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__306E-1-_20230815201829547.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__306E-1-_20230815201829547.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,Loki's Armor,1.0,1,0.9529220461845398,TP
Scenes 001-020__108E-1-_20230727173710924.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,Time Stick,1.0,1,0.8278859257698059,TP
Scenes 001-020__108E-1-_20230727173710924.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,TVA Uniform,1.0,1,0.9443860650062561,TP
Scenes 001-020__108E-1-_20230727173710924.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,Loki's Variant uniform,0.0,1,0.8169644474983215,FP
Scenes 001-020__108E-1-_20230727173710924.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,TVA Collar,1.0,1,0.9543686509132385,TP
Scenes 001-020__108E-1-_20230727173710924.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__108E-1-_20230727173710924.mp4,TemPad,0.0,1,0.8838943839073181,FP
Scenes 001-020__108E-1-_20230727173710924.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 041-060__156A-2-_20230815181902814.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 041-060__156A-2-_20230815181902814.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 041-060__156A-2-_20230815181902814.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 041-060__156A-2-_20230815181902814.mp4,Time Stick,1.0,0,0.0,FN
Scenes 041-060__156A-2-_20230815181902814.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 041-060__156A-2-_20230815181902814.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 041-060__156A-2-_20230815181902814.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 041-060__156A-2-_20230815181902814.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 041-060__156A-2-_20230815181902814.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 041-060__156A-2-_20230815181902814.mp4,TVA Uniform,1.0,1,0.8337101340293884,TP
Scenes 041-060__156A-2-_20230815181902814.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 041-060__156A-2-_20230815181902814.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 041-060__156A-2-_20230815181902814.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 041-060__156A-2-_20230815181902814.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 041-060__156A-2-_20230815181902814.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 041-060__156A-2-_20230815181902814.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 041-060__156A-2-_20230815181902814.mp4,TemPad,1.0,1,0.8229098320007324,TP
Scenes 041-060__156A-2-_20230815181902814.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,TVA Prisoner Uniform,0.0,1,0.8863712549209595,FP
Scenes 001-020__106E-1- mos_20230727162142209.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__106E-1- mos_20230727162142209.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,Sylvie's horned headpiece,0.0,1,0.8738377094268799,FP
Scenes 001-020__201K-1-_20230815184646280.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__201K-1-_20230815184646280.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__303N-2-_20230815223401735.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,Time Stick,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 021-040__235C-2- mos_20230815192640043.mp4,TemPad,0.0,1,0.8135167360305786,FP
Scenes 021-040__235C-2- mos_20230815192640043.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 061-080__165A-1-_20230815180241405.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 061-080__165A-1-_20230815180241405.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 061-080__165A-1-_20230815180241405.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 061-080__165A-1-_20230815180241405.mp4,Time Stick,1.0,0,0.0,FN
Scenes 061-080__165A-1-_20230815180241405.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 061-080__165A-1-_20230815180241405.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 061-080__165A-1-_20230815180241405.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 061-080__165A-1-_20230815180241405.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 061-080__165A-1-_20230815180241405.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 061-080__165A-1-_20230815180241405.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 061-080__165A-1-_20230815180241405.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 061-080__165A-1-_20230815180241405.mp4,TVA Prisoner Uniform,1.0,0,0.0,FN
Scenes 061-080__165A-1-_20230815180241405.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 061-080__165A-1-_20230815180241405.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 061-080__165A-1-_20230815180241405.mp4,TVA Collar,0.0,1,0.8117963075637817,FP
Scenes 061-080__165A-1-_20230815180241405.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 061-080__165A-1-_20230815180241405.mp4,TemPad,0.0,1,0.8196427822113037,FP
Scenes 061-080__165A-1-_20230815180241405.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,Loki's Armor,1.0,1,0.9400151968002319,TP
Scenes 001-020__101B-1-_20230726152900590.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__101B-1-_20230726152900590.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 021-040__440H-2b-_20230816031331933.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 021-040__440H-2b-_20230816031331933.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 021-040__440H-2b-_20230816031331933.mp4,Aligator Loki Plushie,0.0,1,0.8387625813484192,FP
Scenes 021-040__440H-2b-_20230816031331933.mp4,Time Stick,0.0,0,0.0,TN
Scenes 021-040__440H-2b-_20230816031331933.mp4,TimeSpear,1.0,0,0.0,FN
Scenes 021-040__440H-2b-_20230816031331933.mp4,Sylvie's Armor,1.0,0,0.0,FN
Scenes 021-040__440H-2b-_20230816031331933.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 021-040__440H-2b-_20230816031331933.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 021-040__440H-2b-_20230816031331933.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 021-040__440H-2b-_20230816031331933.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 021-040__440H-2b-_20230816031331933.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 021-040__440H-2b-_20230816031331933.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 021-040__440H-2b-_20230816031331933.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 021-040__440H-2b-_20230816031331933.mp4,Sylvie's machete,1.0,1,0.9253334999084473,TP
Scenes 021-040__440H-2b-_20230816031331933.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 021-040__440H-2b-_20230816031331933.mp4,Ravonna Renslayer's Uniform,1.0,0,0.0,FN
Scenes 021-040__440H-2b-_20230816031331933.mp4,TemPad,0.0,0,0.0,TN
Scenes 021-040__440H-2b-_20230816031331933.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,Aligator Loki Plushie,1.0,1,0.963299572467804,TP
Scenes 021-040__529C-1- mos_20230816070604261.mp4,Time Stick,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,TemPad,0.0,0,0.0,TN
Scenes 021-040__529C-1- mos_20230816070604261.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,Loki's Variant uniform,0.0,1,0.8436704874038696,FP
Scenes 001-020__201L-1-_20230728112628503.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__201L-1-_20230728112628503.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__306B-5-_20230815201805729.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__306B-5-_20230815201805729.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__306B-5-_20230815201805729.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__306B-5-_20230815201805729.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__306B-5-_20230815201805729.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__306B-5-_20230815201805729.mp4,Sylvie's Armor,1.0,0,0.0,FN
Scenes 001-020__306B-5-_20230815201805729.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__306B-5-_20230815201805729.mp4,Sylvie's horned headpiece,1.0,1,0.8350245356559753,TP
Scenes 001-020__306B-5-_20230815201805729.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__306B-5-_20230815201805729.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__306B-5-_20230815201805729.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__306B-5-_20230815201805729.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__306B-5-_20230815201805729.mp4,Loki's Variant uniform,1.0,0,0.0,FN
Scenes 001-020__306B-5-_20230815201805729.mp4,Sylvie's machete,0.0,1,0.8903948068618774,FP
Scenes 001-020__306B-5-_20230815201805729.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__306B-5-_20230815201805729.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__306B-5-_20230815201805729.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__306B-5-_20230815201805729.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__309-3-_20230815150109755.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__309-3-_20230815150109755.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__309-3-_20230815150109755.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__309-3-_20230815150109755.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__309-3-_20230815150109755.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__309-3-_20230815150109755.mp4,Sylvie's Armor,1.0,0,0.0,FN
Scenes 001-020__309-3-_20230815150109755.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__309-3-_20230815150109755.mp4,Sylvie's horned headpiece,1.0,1,0.8110091090202332,TP
Scenes 001-020__309-3-_20230815150109755.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__309-3-_20230815150109755.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__309-3-_20230815150109755.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__309-3-_20230815150109755.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__309-3-_20230815150109755.mp4,Loki's Variant uniform,1.0,0,0.0,FN
Scenes 001-020__309-3-_20230815150109755.mp4,Sylvie's machete,0.0,1,0.8611319661140442,FP
Scenes 001-020__309-3-_20230815150109755.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__309-3-_20230815150109755.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__309-3-_20230815150109755.mp4,TemPad,0.0,0,0.0,TN
